t,bruit_blanc,persistante,saisonniere,tendance
75,-2.6197451040897444,0.012294074662067573,1.4127751107622473,1.9228473072033665
76,0.8219025043752238,-0.9716733913182969,1.6579870854005136,1.123990644225743
77,0.08704706823817122,-0.3152352387913668,0.7664109879618892,1.6577466499272995
78,-0.29900735046586746,-0.05312849545962339,0.7306227852223075,1.421539323627337
79,0.0917607765355023,-0.6427196735264934,0.1245000618174196,3.741816354738898
80,-1.9875689146008928,-0.4443736538311758,0.731552323382097,3.118542714517969
81,-0.21967188783751193,-0.7408125199267008,-0.4181954392106083,3.4172440759953266
82,0.3571125715117464,-0.47913267069011267,-1.0511670365923067,3.0073376512345877
83,1.477894044741516,0.2788245379689565,-1.248241580024613,1.5567585830262165
84,-0.5182702182736474,1.8090764465205174,-1.142578528103027,2.0703837869761808
85,-0.8084936028931876,0.20944565838956497,0.08138545434688753,2.9114996489823346
86,-0.5017570435845365,2.3005899013679185,0.19745970188627976,1.5722977528864435
87,0.9154021177020741,-0.11161587842816689,0.29712391994536747,3.1503987441379104
88,0.32875110965968446,-0.24107779777811683,0.7413708463029893,2.417739681473492
89,-0.5297602037670388,0.39545496826208304,0.4334062023386827,2.340143353960322
90,0.5132674331133561,0.5973558423446992,1.174856654029027,3.2387679745627933
91,0.09707754934804039,-0.1448148459448344,0.3526559027797785,3.0554106491888318
92,0.9686449905328892,-0.3239741271131428,-0.5031890565266448,2.441227067344736
93,-0.7020530938773524,-0.752180236349347,-0.27404774822842504,3.687463842691398
94,-0.3276621465977682,-1.1911089460236892,-0.9690526769409527,1.9251493379200821
95,-0.39210815313215763,-0.10328505979792679,-1.2105390843157444,3.312748485555411
96,-1.4635149481321186,0.2743874381267059,0.10924963090786488,3.324481006374707
97,0.29612027706457605,-0.4733996447592895,0.2155640174738615,2.6323628485488078
98,0.26105527217988933,0.5208801596258191,0.08510153826941208,3.1709064177936943
99,0.00511345664246089,0.7240036485772647,0.7898899325509938,1.9391091388917576
100,-0.23458713337514692,1.392065037700772,0.6497526986460971,3.7092216153655206
101,-1.4153707420504142,1.7432808720842299,0.3129055113987028,2.8520782908456086
102,-0.42064532276535904,0.5656296867453117,0.8704710190126578,2.611821583584768
103,-0.3427145165267695,-0.1076772908007202,0.763766656188058,3.8992073806695116
104,-0.8022772692216189,0.6611517724826856,-1.0594270295276542,2.5265250475657925
105,-0.16128571166600914,1.1392916834196134,-0.6408377091082105,1.9932309629091522
106,0.4040508568145384,0.8905317527715426,-1.2602570276487308,1.9046966611808769
107,1.8861859012105302,0.8297527855260162,-1.0608755572903177,3.6648079610765114
108,0.17457781283183896,1.9414671242092378,-0.7369575696955522,2.1856565180029737
109,0.25755039072276437,0.9616023105315604,-0.34559630787192863,4.643835345587492
110,-0.07444591576616721,1.3163792295952863,0.5194086511779253,1.6044564736930222
111,-1.9187712152990415,0.8509107312423351,0.5336453572200254,4.65716509463203
112,-0.026513875449216878,0.46304738176664784,1.1081827303119356,3.4988139737620947
113,0.06023020994102644,1.4692147574005083,0.8459301600047862,3.282629510503686
114,2.463242112485286,2.0007881549084368,0.40442078125343756,2.95406473055284
115,-0.19236096478112252,2.414140159927388,-0.3630254648166333,3.739308891481657
116,0.30154734233361247,3.2367909350962396,-0.7307085322273367,3.419892238060121
117,-0.03471176970524331,2.610436589709751,-0.5638689134541361,4.362641505613217
118,-1.168678037619532,2.7703022430627646,-0.7996331249502477,3.6013821189296316
119,1.1428228145150205,1.905975037856756,-1.2570475017038598,3.660241409169502
120,0.7519330326867741,1.848946382773847,-0.46026707782831433,3.2791102302289152
121,0.7910319470430469,1.3490140518513933,0.3005548493487061,3.5544435010231457
122,-0.9093874547947389,1.176207206473833,-0.16776211244854833,3.8762414151136473
123,1.4027943109360992,1.53612279061598,1.083369480736411,2.291865285874699
124,-1.4018510627922809,0.41067754925931166,0.7349504964216613,2.61145166231543
125,0.5868570938002703,2.4209293150929097,1.094264871221705,4.314611275218172
126,2.1904556258099785,0.9307260705746259,0.1946963373829949,3.8866923505023534
127,-0.9905363251306883,-0.4696077563280314,-0.7219528402658086,3.6328133309178563
128,-0.5662977296027719,0.7824246684376426,-1.1510169751532686,3.8247471464523146
129,0.09965136508764122,1.41760242871305,-0.8467914251198821,4.118065364289337
130,-0.5034756541161992,1.7582017600225952,-0.8961109993114073,3.4381922557525106
131,-1.5506634310661327,2.034906917282356,-1.2277520538262028,3.2773562196781496
132,0.06856297480602733,1.6156787609789705,-0.24456301648904916,4.086676204078145
133,-1.0623037137261049,0.39528863729734487,-0.6646080249075795,3.1773017779079744
134,0.4735924306351816,0.3920354680316023,0.4735680805410674,4.316602204571577
135,-0.9194242342338032,-0.36353333708682983,0.381618923879454,2.657933116609727
136,1.5499344050175394,0.6842930637482874,0.7392655568791363,4.873324509860515
137,-0.7832532923362371,0.4003770694964912,0.8849848723110033,4.4580779859304345
138,-0.3220615162056756,-0.5051955411953186,0.15583465388641482,4.3148237874511
139,0.8135172173696698,-0.7255422746092484,-0.1538222176919238,4.926152787156411
140,-1.2308643164339552,-0.16750236541177438,-0.09748287631422081,5.502379555570061
141,0.22745993460412942,-0.6977264451333942,-1.096782151593698,5.011496052014505
142,1.307142754282428,-1.3804015516731467,-0.6657231551739433,2.7573006149346835
143,-1.6074832345612275,-0.8606340298466052,-1.3179081456474833,3.2363384266114386
144,0.1846338585323042,-0.44354065276856147,-0.28807832883389195,3.790145137843457
145,0.25988279424842353,-0.8617756975859789,0.5766274482631573,4.340872840168667
146,0.7818228717773104,-1.160458863687106,-0.48865780005091575,4.764127216375298
147,-1.236950710878082,-0.6963171535920485,0.5472673015962424,3.7994049494772275
148,-1.3204566130842763,-2.005138064370963,1.230828850872216,4.559413411581663
149,0.5219415656168976,-3.011574225873326,0.7848072493672443,3.8356936541173416
150,0.29698467323318606,-3.1277036019510964,0.6484583493485256,3.980785757606441
151,0.25049285034587654,-2.715610033272725,-0.24159407468632874,3.374671122521422
152,0.3464482094969757,-1.8615804610201754,-0.4653640850108307,3.7914134031112767
153,-0.6800247215784908,-0.013908151866588447,-0.9282962979412666,3.478652315506933
154,0.23225369716100355,0.8465331017087486,-0.5328871753360771,3.8093013976181336
155,0.29307247329868125,0.5172879514035718,-0.7642570664639543,5.4629134372862715
156,-0.7143514180263678,0.3948141532201686,-0.3649589351699183,3.890480888934445
157,1.8657745111447566,-0.6866780420616739,-0.16475078644899727,6.785905651869912
158,0.4738329209117875,-0.5678555696417291,0.30495751037099617,5.104654320704712
159,-1.1913034972026486,-0.7429430946335216,0.6930021286565882,4.887868898955899
160,0.6565536086338297,-0.27163591536872783,1.1577808569513188,4.083313775855029
161,-0.9746816702273214,-1.0445396758473051,0.6976316114563328,5.360247903527193
162,0.787084603742452,-0.3162852264366719,0.6159099427585736,4.369489739009781
163,1.158595579007404,1.2797107318532401,0.8301603194581825,4.957607851716289
164,-0.8206823183517105,0.9150084370257346,-0.15155011862731965,6.938067630615036
165,0.9633761292443218,1.1337184717195292,-0.9964348166515675,4.84315208022028
166,0.4127809269364983,1.597118769086736,-0.519514431134422,5.869418661028541
167,0.82206015999449,0.8764745433835526,-1.0292555529930567,4.417458859899289
168,1.8967929826539474,0.9252721165172588,-1.3152498140711348,4.98200920760243
169,-0.2453881160028705,0.7528100939956021,-0.4032345243669651,6.456640508508408
170,-0.7537361643574896,0.6999241737453135,-0.24831676841034278,4.568426353769786
171,-0.8895144296255233,-0.21307044485921567,0.7254200101679164,6.5499588463975424
172,-0.8158102849654383,-0.14594618162842982,1.0073673516758206,5.69620154836438
173,-0.0771017094141042,0.38124134594270587,1.5366003286945547,4.710026579284586
174,0.3411519748166439,1.7561366845492064,0.6307709495056676,5.695926191244416
175,0.27669079933001905,2.3641801737245722,-0.08764021152353149,5.998043559701384
176,0.8271832490360238,4.044526596491214,-0.16823776752659453,5.7474479697737575
177,0.01300189187790702,2.468273714304922,-1.7504795273875886,4.023820224087634
178,1.4535340771573169,2.8469396081646154,-0.9057541767565737,4.728290259340104
179,-0.2646568332379561,2.460893692270044,-0.5576793262296531,5.141985091558796
180,2.720169166589619,4.158517887033708,-1.0914344983119362,5.310453256719963
181,0.6256673477650062,2.5185160242718148,0.4575016172827751,5.896537678040541
182,-0.8571575564162826,1.1750909772366755,0.6353985629977589,5.572160800746603
183,-1.0708924980611123,0.34068013634531835,0.6999102382241156,4.391724513031919
184,0.4824724152431853,-1.8513516152335523,1.253112746442514,5.794158280804771
185,-0.2234627853258509,-2.006836313867603,1.7743025469062037,6.008468596227058
186,0.714000494092092,-2.3646017126477803,0.5727465020234069,5.997832358344832
187,0.47323762457354485,-1.7412875836420165,0.0992882345201418,6.444624580443698
188,-0.07282891265687277,-1.0512740911364538,-0.6837443598161062,6.277137723639123
189,-0.846793718068405,1.0351515663067232,-1.2059631515703546,6.0073440633827495
190,-1.5148472246858646,1.778545091231429,-0.6678656733823017,5.613867430833082
191,-0.4465149520670211,0.8459324173227402,-1.2084589341479834,4.371231253187207
192,0.8563987943234723,-0.2216687374901658,-0.471373505112249,6.073694575306068
193,0.21409374413020396,0.31458418151437306,-0.1910629787060506,5.926150149730489
194,-1.245738778711988,-1.0685658618091436,0.6915919302985559,6.0072630697562985
195,0.173180925851182,0.9766060764070388,0.9994902458992119,4.798601139343752
196,0.3853173797288368,1.9607249818469181,1.4150159777031597,4.985154767673389
197,-0.883857436201133,1.0994043333728298,0.662018844242543,6.722522282666323
198,0.1537251059455279,-0.8336110623926136,0.3920500258826668,5.878355876914676
199,0.058208718445999896,0.6869835242513219,-0.3915054863129225,6.485200557898099
200,-1.142970297830623,0.4350469741484397,-0.6777173040304467,5.992654700904369
